,smi,label
1959,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
1960,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,0
1961,C[C@H]1[C@H](c2ccccc2)OCCN1C,0
1962,NNCCc1ccccc1.[Cl],0
1963,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0
1964,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],0
1965,CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,0
1966,Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C,0
1967,Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,0
1968,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,0
1969,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,0
1970,CN1CCN(C2=Cc3cc(Cl)ccc3/C(=C\C#N)c3ccccc32)CC1,0
1971,Nc1nc2ccc(OC(F)(F)F)cc2s1.[Cl-].[H+],0
1972,COc1cc(C(=O)/C=C/N2CC=CC2)cc(OC)c1OC,0
1973,Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,0
1974,Clc1ccc([C@@H]2[C@H]3CC[C@@H](C3)C23CCC(N2CCOCC2)=N3)cc1,0
1975,CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1,0
1976,O=C(O)/C=C\C(=O)O.c1csc(Cc2ccccc2OCC2CNCCO2)c1,0
1977,CCC(=O)O[C@]1(C(=O)SC)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
1978,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0
1979,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,0
1980,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0
1981,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
1982,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0
1983,COc1cccc(C(=O)NC2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1OC,0
1984,CN1c2ccccc2C(c2ccccc2Cl)=NCC1(Cl)CO,0
1985,CO[C@@H]1O[C@H]2O[C@]3(CN4CCCCC4)[C@@H](O)C[C@@H]([C@H]13)[C@H]2C,0
1986,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,0
1987,CC1=C2C(c3cccc(Cl)c3)=NCCN=C2N(C)N1,0
1988,[N-]=[N+]=O,0
1989,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,0
1990,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0
1991,CC(Cc1ccccc1)n1cc([N-]C(=O)Nc2ccccc2)[o+]n1,0
1992,CCc1c(C)[n+]([NH-])c(-c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12,0
1993,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,0
1994,CC(C)(O)C(F)(F)F,0
1995,CN1CCC2c3cc(Cl)ccc3Oc3ccccc3C2C1,0
1996,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,0
1997,O=c1[nH]cnc2[nH]ncc12,0
1998,CC(C)(C)OC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(Br)ccc1-2,0
1999,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1,0
2000,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2C1CN1CCCC1,0
2001,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCCC1CN1CCCC1,0
2002,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2sccc2C1CN1CCCC1,0
2003,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccsc2C1CN1CCCC1,0
2004,CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,0
2005,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,0
2006,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,0
2007,CCCCCCn1ccc(=O)c(O)c1C,0
2008,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,0
2009,CN(C)N=Nc1[nH]cnc1C(N)=O,0
2010,O=C(O)P(=O)(O)O,0
2011,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,0
2012,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2C1CN1CCCC1,0
2013,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,0
2014,CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,0
2015,CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,0
2016,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2C1CN1CCC(O)C1,0
2017,CC(C)C(CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,0
2018,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1,0
2019,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0
2020,OCC1OC(n2cnc3c2N=CNCC3O)CC1O,0
2021,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(OC3CC(C)(O)C(O)C(C)O3)C(C)O2)C(O)C(C)O1,0
2022,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0
2023,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,0
2024,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,0
2025,CCCNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,0
2026,CN1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,0
2027,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2C1CN1CCCC1,0
2028,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2C1CN1CCCC1,0
2029,CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0
2030,CCC(NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0
2031,CNC(=NC#N)NCCSCc1csc(N=C(N)N)n1,0
2032,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0
2033,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,0
2034,CC(=O)Nc1ccccc1,0
2035,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]2CC[C@H]3[C@@H](C)CCCC(C)C)C[C@H](O)C[C@H]1O,0
2036,Cc1c(N(C)C)c(=N)n(-c2ccccc2)n1C,0
2037,COc1ccccc1OCCNC[C@@H](O)c1ccc(C)cc1S(N)(=O)=O,0
2038,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0
2039,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,0
2040,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@H](Cc1ccccc1)NS2(=O)=O,0
2041,CC(C)COC[C@@H](CN1CCCC1)N(Cc1ccccc1)c1ccccc1,0
2042,CC(C)(Oc1ccc(CCNC(=O)c2ccccc2)cc1)C(=O)O,0
2043,O[C@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@H]2C=C[C@H]1C2,0
2044,CCN(CC)CCCOC(=O)[C@@]1(c2ccccc2)C[C@@H]2CC[C@@H]1C2,0
2045,CCC[C@@H]1O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0
2046,CN(C)C(=O)O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,0
2047,CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,0
2048,OC[C@H](O)COc1ccc(Cl)cc1,0
2049,CCC#CC[C@H](C)[C@@H](O)C#C[C@H]1[C@@H](O)C[C@H]2C/C(=C/COCC(=O)O)C[C@H]12,0
2050,COc1ccc([C@]2(C#N)CC[C@H](C(=O)O)CC2)cc1OC1CCCC1,0
2051,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@@]2(C)[C@@H](C(=O)CO)CC[C@H]12,0
2052,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](CN1CCCC1)NS2(=O)=O,0
2053,CC(=O)Oc1ccc2c3c1O[C@H]1[C@H](OC(C)=O)C=C[C@H]4[C@H](C2)N(C)CCC[C@@]341,0
2054,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0
2055,COc1cc2nc(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0
2056,CN1C[C@@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,0
2057,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@@H]3CC[C@@]21C,0
2058,C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@@H]3CC[C@@]21C,0
2059,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,0
2060,CC(C)(C)NC(=O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@@H]4NC(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]12C,0
2061,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
2062,CC(C)n1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0
2063,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@@H]3[C@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@]32C)/C1=C(/CCC=C(C)C)C(=O)O,0
2064,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0
2065,C[C@@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,0
2066,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0
2067,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0
2068,NCC(=O)O,0
2069,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2,0
2070,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,0
2071,CC[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,0
2072,COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccccc1,0
2073,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0
2074,O=[N+]([O-])O[C@H]1CO[C@@H]2[C@H](O)CO[C@@H]12,0
2075,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)[C@@H]2C)no1,0
2076,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0
2077,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0
2078,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,0
2079,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,0
2080,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,0
2081,CN1C(=O)[C@@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,0
2082,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,0
2083,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,0
2084,CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@H]3C=C(C)C4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C,0
2085,CC[C@]1(c2cccc(O)c2)CCCCN(C)C1,0
2086,CN1C(=O)C[C@@](C)(c2ccccc2)C1=O,0
2087,CC[C@H](CO)NC(=O)[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,0
2088,CC[C@H](CO)NC(=O)[C@H]1C=C2c3cccc4c3c(cn4C)C[C@@H]2N(C)C1,0
2089,Oc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@@]314,0
2090,O=C(NCCO[N+](=O)[O-])c1cccnc1,0
2091,CN1CCC[C@@H]1c1cccnc1,0
2092,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,0
2093,O=[N+]([O-])c1ccc(O)c2ncccc12,0
2094,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21C,0
2095,C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@@H]3CC[C@@]21CC,0
2096,Cn1c2c(c3ccccc31)C(=O)[C@@H](Cn1ccnc1)CC2,0
2097,N=C1Cc2ccccc2N(C(N)=O)c2ccccc21,0
2098,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,0
2099,CCCC[C@@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0
2100,Fc1ccc([C@H]2CCNC[C@@H]2COc2ccc3c(c2)OCO3)cc1,0
2101,CCC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,0
2102,CCN(CC)CC[C@]1(c2ccccc2)CCC(=O)NC1=O,0
2103,O=C1c2ccccc2C(=O)C1c1ccccc1,0
2104,CN1[C@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0
2105,C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0
2106,CN[C@@H](C)[C@@H](O)c1ccccc1,0
2107,CCN1CCC[C@@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,0
2108,CCOc1cc(CC(=O)N[C@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0
2109,C#CCN(C)[C@@H](C)Cc1ccccc1,0
2110,CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,0
2111,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0
2112,CN1C(C(=O)Nc2ccccn2)=Cc2sccc2S1(=O)=O,0
2113,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,0
2114,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@@]2(C)[C@H](O)CC[C@H]12,0
2115,CCCC(=O)[C@]1(c2ccccc2)CCC=C[C@@H]1N(C)C,0
2116,Cc1cccc(C)c1NC(=O)[C@@H](C)N,0
2117,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,0
2118,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]3C[C@@H](O)[C@@](O)(C(=O)CO)[C@]3(C)C[C@@H](O)[C@@]12F,0
2119,O[C@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0
2120,O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl,0
2121,C[C@H](c1cc2ccccc2s1)N(O)C(N)=O,0
2122,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,0
2123,CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,0
2124,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,0
2125,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c21,0
2126,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
2127,CN(C)CC[C@H](c1ccccc1)c1ccccn1,0
2128,C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,0
2129,CSc1ccc2ncn(/C=C/C(=O)O)c(=O)c2c1,0
2130,CN1c2ccccc2N(CCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,0
2131,CCOc1ccccc1OC[C@H]1COCCN1,0
2132,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,0
2133,CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@@H]5[C@]4(C)[C@@H]3CC[C@@]21C,0
2134,Cc1ccc(S(=O)(=O)NC(=O)N[C@@H]2[C@H]3CC[C@](C)([C@H]2O)C3(C)C)cc1,0
2135,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,0
2136,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,0
2137,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,0
2138,Cc1cccc(C)c1OC[C@H](C)N,0
2139,CN1CCO[C@H](c2ccccc2)c2ccccc2C1,0
2140,Cc1nc(NCc2cccnc2)c(C#N)c(=O)[nH]1,0
2141,CCN(C)C(=O)Oc1cccc([C@@H](C)N(C)C)c1,0
2142,CCCNC(Cc1cccc2c1CC(=O)N2)NCCC,0
2143,COc1cc(C)c(S(C)=O)cc1OC,0
2144,CN1CCN(C(=O)O[C@@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0
2145,CN1C(=O)CC[C@@H]1c1cccnc1,0
2146,COc1ccc(CCN(C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,0
2147,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,0
2148,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,0
2149,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,0
2150,COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0
2151,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,0
2152,Nc1nc(N2CCCCC2)cc[n+]1[O-],0
2153,CC(=O)[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@@]12C,0
2154,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0
2155,CCN(CC)c1cc(C)nc2ncnn12,0
2156,Cc1cnc(C(=O)O)c[n+]1[O-],0
2157,CC[C@]1(CCC(C)C)C(=O)N=C(O)N=C1O,0
2158,N[C@H](CCC(=O)O)c1ccc(Cl)cc1,0
2159,CCOC(=O)n1ccn(C)c1=S,0
2160,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,0
2161,CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@@H]2SC1,0
2162,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,0
2163,CCN(CC)[C@H](C)C(=O)c1ccccc1,0
2164,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1cccnc1)C(C)C,0
2165,O=c1[nH]c2ccccc2n1CCCN1CCC(Nn2c(=O)[nH]c3cc(Cl)ccc32)CC1,0
2166,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,0
2167,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,0
2168,C[C@H](C(=O)O)c1ccc(-c2cccc(F)c2)cc1,0
2169,COc1ccc2c3c1O[C@@H]1C[C@@H](O)C=C[C@]31CCN(C)C2,0
2170,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,0
2171,CN1C(=O)[C@@](C)(C2=CCCCC2)C(=O)N=C1O,0
2172,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0
2173,O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O,0
2174,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@H]1O,0
2175,Cn1cc[nH]c1=S,0
2176,COC(=O)c1c(C)cc([N+](=O)[O-])c(C(=O)OCCN(C)Cc2ccccc2)c1C1C=C(C)NC(C)=C1,0
2177,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0
2178,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0
2179,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,0
2180,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0
2181,CCC[C@@H](N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,0
2182,C[C@H](N)[C@@H](O)c1ccccc1,0
2183,CC(=O)Nc1ccc([C@H](O)CNC(C)C)cc1,0
2184,C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,0
2185,CC(C)N[C@@H](C)[C@@H](O)c1cccc2ccccc12,0
2186,C[C@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,0
2187,CC(C)NC[C@H](O)COc1cccc(NS(C)(=O)=O)c1,0
2188,Cc1nsc(NS(=O)(=O)c2ccc(N)cc2)c1C,0
2189,CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,0
2190,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,0
2191,CN1[C@@H]2CC[C@@H]1CC(OC(=O)c1cn(C)c3ccccc13)C2,0
2192,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,0
2193,CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,0
2194,CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C2,0
2195,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,0
2196,O=C(O)c1cccnc1,0
2197,C=CCc1ccccc1OC[C@@H](O)CNC(C)C,0
2198,Nc1cc(-c2ccncc2)c[nH]c1=O,0
2199,CN1[C@H]2C[C@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@H]12,0
2200,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,0
2201,CC(C)CCC[C@H](C)[C@@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,0
2202,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,0
2203,C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5,0
2204,COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC,0
2205,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,0
2206,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0
2207,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,0
2208,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,0
2209,Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,0
2210,C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
2211,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,0
2212,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0
2213,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,0
2214,CCC(=O)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0
2215,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
2216,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0
2217,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@@]21C,0
2218,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0
2219,CC(=CC(=O)O)/C=C/C=C(C)\C=C/C1=C(C)CCCC1(C)C,0
2220,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,0
2221,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)[C@@H](C)Cc1ccc(OC)cc1,0
2222,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CC[C@@H]4CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@@]21C,0
2223,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@@H]3[C@@H]1C5,0
2224,COc1c2c(cc(F)c1N1C[C@@H]3CCCN[C@@H]3C1)C(=O)C(C(=O)O)=C[C@@H]2NC1CC1,0
2225,CCN1C[C@@H](C(=O)O)C(=O)c2ccc(C)nc21,0
2226,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],0
2227,O=C1NNC(=O)C1(c1ccccc1)c1ccccc1,0
2228,CCCc1cc(C(N)=S)ccn1,0
2229,C=CC[C@@]1([C@@H](C)CCC)C(=C)NC(O)=NC1=O,0
2230,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,0
2231,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0
