SMILES,logBB
FC(F)(F)C(Cl)Br,
Fc1ccccc1C23OCCN2CC(=O)Nc4ccc(Br)cc34,
CN1CCC24C3Oc5c(OC(C)=O)ccc(CC1C2C=CC3OC(C)=O)c45,
CCCCCC(N)C(O)(c1ccccc1)c2ccccc2,
NC(=O)OC1(CCCCC1)CC#C,
CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,
OCCN4CCCN(CCCN2c1ccccc1C=Cc3ccccc23)CC4,
CCC(C)(O)C1CC23C=CC1(OC)C4Oc5c(OC)ccc6CC2N(CCC34c56)CC7CC7,
CC(C)(CO)C(O)C(=O)NCCCC(O)=O,
CCN(CC)CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C,
CCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)COC(C)=O,
CC14CCC(=O)C=C1CCC5C3CCC(O)(C(=O)COC(=O)CCC2CCCC2)C3(C)CC(O)C45,
CC13CCC(=O)C=C1CCC4C2CCC(O)(C(=O)COC(=O)CCC(O)=O)C2(C)CC(O)C34,
CCCCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)CO,
CN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3O)c45,
COc3ccc(Cn1c(C)c(CCN)c2cc(O)ccc12)cc3,
CCC(Br)(C(C)C)C(N)=O,
Clc4ccc3N(CCOCC1CC1)C(=O)CN=C(c2ccccc2)c3c4,
Cc2cccc(OC1CCNCC1O)c2C,
O=C(C=Cc2ccc1OCOc1c2)N3CCCCC3,
COc1cc(ccc1OCCCN2CCC(CC2)c3noc4cc(F)ccc34)C(C)=O,
CN5CCN(CCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4)C5=O,
CN(C)CCN1CCN(C1=O)c2cccc(Cl)c2,
CN(C)(=O)CCCN2c1ccccc1CCc3ccccc23,
CNC2CC(c1ccc(Cl)c(Cl)c1)c3ccccc23,
C1COC(CN1)COc2cccc3C=CCc23,
COc3ccc2n(C(=O)c1ccc(Cl)cc1)c(C)c(CC(O)=O)c2c3,
CN(C)CCC1(C=Cc2ccccc12)c3ccccc3,
CC(C)NNC(=O)COc1ccc(Cl)cc1,
CSc1c(Cl)nc(NC(C)C)nc1N2CCN(C)CC2,
O=C3N(CCCCN1CCN(CC1)c2ncccn2)S(=O)(=O)c4ccccc34,
Cc1cc(no1)C(=O)NNCc2ccccc2,
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CCC4(O)C(=O)CO,
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C,
CCCC5OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)OC(C)OC(=O)OCC,
COc3ccc2nccc(CCCC1CCNCC1C=C)c2c3,
CNC1(CCCCC1=O)c2ccccc2Cl,
CC1C3N(CCC1(C)c2cc(O)ccc2C3=O)CC4CC4,
CN3C(=O)CN1C(=O)C=C(C)OC1(c2ccccc2)c4cc(Cl)ccc34,
CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,
CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,
Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,
Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(F)cc3,
Clc3cnn(CCCCN1CCN(CC1)c2ncccn2)c3,
Oc4ccc3CC2C1CCCCC1(CCN2CC=C)c3c4,
Oc5ccc4CC2C1CCCCC1(CCN2CC(=O)c3ccccc3)c4c5,
O=C3N(c1ccccc1)c2ccccc2C3(Cc4ccncc4)Cc5ccncc5,
CCN(CC)C(=O)NC2CN(C)C1Cc3c[nH]c4cccc(C1=C2)c34,
CNCCC=C2c1ccccc1C(C)(C)c3ccccc23,
Clc3ccc2NCCC(=O)N(c1ccccc1)c2c3,
CCC(=O)N(c1ccccc1)C3(CCN(CCc2ccccc2)CC3C)C(=O)OC,
CN(CCCN2c1ccccc1CCc3ccccc23)CC(=O)c4ccc(Cl)cc4,
COc1ccc(Cl)c2C(CCCc12)N(C)C,
OC3N=C(c1ccccc1Cl)c2nc(Cl)ccc2NC3=O,
CN1CCN(CC1)C=C5N=C4CN=C(c2ccccc2Cl)c3cc(ccc3N4C5=O)N(=O)=O,
CCOC(=O)N1CCC(CC1)=C3c2ccc(Cl)cc2CCc4cccnc34,
CN2C(=O)C(O)N=C(c1ccccc1Cl)c3cc(Cl)ccc23,
FC(F)(F)c1cccc(c1)N2CCN(CC2)CCc4nnc5C3CCCC3Cn45,
Clc4ccc3OC12CCNCC1C(CC(=O)N2)c3c4,
CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c2ccccc2Cl,
COC1=CC(=O)OC1C(O)c2ccccc2Cl,
CCOC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)OCCl,
CN1CCN(CC1)C3=Nc2ccccc2Oc4ccc(Cl)cc34,
CN3C(CNC(=O)c1ccoc1)CN=C(c2ccccc2)c4ccc(F)cc34,
OC2(N1CCN=C1c3ccccc23)c4ccc(Cl)cc4,
CN1CCN(CC1)CC(=O)C4(O)CCC5C3CCC2=CC(=O)C=CC2(C)C3C(O)CC45C,
CC(NN)c1ccccc1,
CCC(C)C(C)(COC(N)=O)COC(N)=O,
CN(C)CCC(=O)COc1ccc(Cl)cc1,
CC3N=C(c1ccccc1Cl)c2cc(ccc2NC3=O)N(=O)=O,
Cc2nc1ccccc1c(=O)n2c3ccccc3Cl,
CNC(=O)NC(O)C(Cl)(Cl)Cl,
CCCC(=O)OCC(=O)C3(OC(=O)CCC)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC34C,
CN2CCN=C(c1ccccc1)c3cc(Cl)ccc23,
CC3CC2C1CCC(C(O)=O)C1(C)CC(O)C2C4(C)CCC(=O)C=C34,
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,
CN(C)CCC=C2c1ccccc1C(C)(C)c3ccccc23,
CC2CCN(CCCC(=O)c1ccc(F)cc1)CC2,
CC13CC2CC(C)(C1)CC(N)(C2)C3,
COc1ccccc1OCC2CNC(=O)O2,
COc3ccc2Sc1ccccc1C(O)(CCCN(C)C)c2c3,
C1CN2CCC1C(C2)CN4c3ccccc3Sc5ccccc45,
CN1CCCCC1CCN3c2ccccc2Sc4ccc(cc34)S(C)=O,
CN1CC(CC2C1Cc3cn(C)c4cccc2c34)NS(=O)(=O)N(C)C,
CC(=O)Nc1cccc(O)c1,
CC(C)(O)C(C)(O)c1cccc(Cl)c1,
CNC(C)Cc1ccccc1,
CN(C)CCN(Cc1cccs1)c2ccccn2,
CCC1(CC)C(=O)NC(=O)N(C)C1=O,
CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,
COC(F)(F)C(Cl)Cl,
CN2CC14C3CC=C(C)C1Oc5c(O)ccc(CC23)c45,
CN2CCC14C3CCC(C)(O)C1Oc5c(O)ccc(CC23)c45,
CCC(C)(O)C#C,
CC3CC2C1CCC(O)(C(=O)COC(=O)CCC(O)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,
CN1CCN(CC1)C3=Nc2ccccc2Sc4ccc(C)cc34,
COc1cc(cc(OC)c1OC)C(=O)OCCN5CCN(CCCN3c2ccccc2Sc4ccc(Cl)cc34)CC5,
CS(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CC2)C(N)=O)c3c4,
CN2CCC14C3CCC(=O)C1(C)Oc5c(O)ccc(CC23)c45,
COC5CC4CN3CCc1c([nH]c2cc(OC)ccc12)C3CC4C(C5OC)C(=O)OC,
COc4ccc3Oc1ccccc1C=C(N2CCN(C)CC2)c3c4,
COc4ccc3n1CCN(C)C2=NCCc(c12)c3c4,
Cc1ncc(N(=O)=O)n1CCO,
CCC(C)C(=O)OC2CCC=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23,
CC1COC2(N1CC(=O)Nc3ccc(Cl)cc23)c4ccccc4Cl,
CNc1nc(Cl)c(SC)c(n1)N2CCN(C)CC2,
CN1CCN3C(C1)c2ccccc2Cc4ccccc34,
Clc3ccc(COC(Cn1ccnc1)c2ccc(Cl)cc2Cl)c(Cl)c3,
NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,
CCCCCNCC(N)=O,
CON=CC1=CCCN(C)C1,
Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3,
CCOC4CC2(C)C(CCC3C1CCC(C(C)=O)C1(C)CC(C23)N(C)C)CC4O,
CN1C2CCC1CC(C2)NC(=O)c5cn(C3CCCCC3)c4ccccc4c5=O,
CN1CCN3C(C1)c2ccccc2Cc4cccnc34,
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,
NC(=O)CS(=O)C(c1ccccc1)c2ccccc2,
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC3(C)C4(OC(=O)c5ccco5)C(=O)CCl,
CNCCCN2c1ccccc1C(C)(C)c3ccccc23,
Cc1ccc(cc1)C3(O)CCN(CCCC(=O)c2ccc(F)cc2)CC3,
CN1CCC24C3Oc5c(O)ccc(CC1C2C=CC3O)c45,
CC2(CC(=O)N(CN1CCOCC1)C2=O)c3ccccc3,
Clc6ccc5CCc1ccccc1N(CCCN2CCC4(CC2)N3CCCCC3NC4=O)c5c6,
COCN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,
CNC(=O)OC2OC(=O)C3C1CC(C=C1)C23,
Cc1cc(nnc1NCCN1CCOCC1)c1ccc(cc1)O,
CCCCCCCCCCCCCC(=O)OC2C=CC3C4Cc5ccc(OCc1ccccc1)c6OC2C3(CCN4C)c56,
CCCCCC(C)C(C)c4cc(OC(=O)CCCN1CCCCCC1)c3C2=C(CCC(C)C2)C(C)(C)Oc3c4,
CCCCCCC(C)(C)c3cc(O)c2C1CC(=O)CCC1C(C)(C)Oc2c3,
O=C(Cn1ccnc1)c3ccc2ccccc2c3,
CC35CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC6Cc4ccccc4CC56C(=O)CO,
OC1CCC2(O)C3Cc5ccc(O)c6OC1C2(CCN3CC4CCC4)c56,
Oc1ccc2CC4N(CCC35C(Oc1c23)C(=C)CCC45O)CC6CC6,
CC(C)=CCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45,
Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC6CC6,
CNC(Cc2ccc1ccccc1c2)=NC,
C3CN=C(CC2=Cc1ccccc1CC2)N3,
CC(Oc1cccc2ccccc12)C(N)=NO,
CCc3nn(CCCN1CCN(CC1)c2cccc(Cl)c2)c(=O)n3CCOc4ccccc4,
Cc1cccc(C)c1NC(=O)CN2CCCC2=O,
Fc5ccc4c(CCCN1CCC(CC1)n2c(=O)[nH]c3ccccc23)noc4c5,
O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2,
CC(CCN1CCN(CC1)c2ccc(F)cc2)NC(=O)c3cccnc3,
CC=CC1OC34CCC(O1)(C(=O)COC(=O)c2ccncc2)C3(C)CC(O)C5C4CCC6=CC(=O)CCC56C,
CN2CCC36C4Oc7c(OC(=O)c1cccnc1)ccc(CC2C3C=CC4OC(=O)c5cccnc5)c67,
O=C(N1CCOCC1)c2cccnc2,
NC(=O)c1cccnc1,
CN1CCCC1c2cccnc2,
CCN(CC)C(=O)c1cccnc1,
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,
CNCCC(Oc1ccccc1OC)c2ccccc2,
NC(=N)c1ccc(o1)c2ccccc2N(=O)=O,
CC34Cc2cnn(c1ccc(F)cc1)c2C=C3CCC5C4CCC6(C)C5CCC6(O)C#C,
CNCC=C(c1ccc(Br)cc1)c2cccnc2,
CN3CC(c1ccccc1)c2cccc(N)c2C3,
CCCCCCCCCNc1ncnc2[nH]ccc12,
Clc3ccc2NC(=O)CN=C(c1ccccc1)c2c3,
FCC(F)(F)F,
Oc4ccc3CC1NCCC2(CCCCC12)c3c4,
OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3)c45,
Clc3ccc2NC(=O)CN=C(C1=CCCCC1)c2c3,
CNCCC=C2c1ccccc1CCc3ccccc23,
COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,
CN(C)CCON=C2c1ccccc1CCc3ccccc23,
Clc5ccc4Sc1ccccc1C(=CC2CN3CCC2CC3)c4c5,
Cc2nc1c(C)cccn1c(=O)c2CCN3CCC(CC3)c4noc5cc(F)ccc45,
O=C(c1ccccn1)c2cnn3c(ccnc23)c4ccncc4,
CCCCCCC(C)NN,
CNCCC=C3c1ccccc1C2CC2c4ccccc34,
Fc1ccc(cc1)C2CCN(CC2COc4ccc3OCOc3c4)CC(=O)c5ccc(F)cc5,
Cc1ncc(N(=O)=O)n1CC(O)CCl,
CC(C)N1CCOC(C1)c2cccc(c2)C(F)(F)F,
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,
NC(=O)N2c1ccccc1CC(=O)c3ccccc23,
CC(Cc1ccccc1)N(C)(=O)Cc2ccccc2,
O=c2[nH]c1ccccc1n2C4CCN(CCOc3ccccc3)CC4,
NC(=O)CN1CC(O)CC1=O,
CC13C=CC(=O)C1C(=O)CCC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34,
NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O,
CN(C)C(=O)COC2c1ccccc1CCc3ccccc23,
COc1ccc2CC4N(C)CCC35C(Oc1c23)C(=O)CCC45O,
CN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45,
CC(C)CCC(=O)CC1N(C(=O)c2ccccc12)c4ccc3ccc(Cl)nc3n4,
CC(C)n2c(=O)c1c(ncn1c3ccccc23)c4noc(n4)C5CC5,
COc1ccc(cc1)N5CC(CN2CCC(O)(CC2)c4ccc3OCOc3c4)OC5=O,
Nc2cc(OCC1CC1)c(cc2Cl)C(=O)NC3CN4CCC3CC4,
O=C(NC1CCN(CC1)Cc3ccc2ccccc2c3)NC(=O)c4ccccc4,
CC1OC(C)OC(C)O1,
CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O)C(=O)COC(C)=O,
CN(CC#C)Cc1ccccc1,
Fc1ccc(cc1)C2CCNCC2COc4ccc3OCOc3c4,
Clc2ccc1ccc(nc1n2)N6C(CC(=O)N3CCC4(CC3)OCCO4)c5ccccc5C6=O,
NC1=NC(=O)C(O1)c2ccccc2,
OC3(CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3)c4ccc(Cl)c(c4)C(F)(F)F,
CC(OC(N)=O)C(C)C(C)OC(N)=O,
CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5CC1N(C)CCC23c45,
CC2C3Cc1ccc(O)cc1C2(C)CCN3CC=C(C)C,
OCC1(CO)COC(OC1)C(Cl)(Cl)Cl,
CN1CCN(CC1)C3=Nc2ccccc2Sc4nccn34,
C1CN(CCN1)c3cc2ccccc2c(n3)c4ccccc4,
CCCN1CC(CSC)CC2C1Cc3c[nH]c4cccc2c34,
O=C2C1CCCCC1C(=O)N2CCCCN3CCN(CC3)c4nsc5ccccc45,
OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,
NC(=O)NC(=O)Cc1ccccc1,
CCOc1ccc(NC(C)=O)cc1,
CC2C3Cc1ccc(O)cc1C2(C)CCN3CCc4ccccc4,
CCC(C(=O)NC(N)=O)c1ccccc1,
CC1NCCOC1c2ccccc2,
CC(COc1ccccc1)NN,
CN1C(=O)CC(C1=O)c2ccccc2,
Oc1ccccc1C(=O)Oc2ccccc2,
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,
CCC1(CC)C(=O)NC(=O)N(C1=O)c2ccccc2,
CNC(=O)Oc3ccc2N(C)C1N(C)CCC1(C)c2c3,
O=C(N1CCN(CC1)Cc2ccccc2)c3ccccn3,
CCCC1(CCN(C)CC1C)c2cccc(O)c2,
CC(=O)Nc2ccc(OC(=O)C1CCC(=O)N1)cc2,
OCCC4CCN(CCC=C2c1ccc(F)cc1Sc3ccc(cc23)C(F)(F)F)CC4,
Fc1ccc(cc1)C(CCCN2CCC(CC2)n3c(=O)[nH]c4ccccc34)c5ccc(F)cc5,
NC(=O)C2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)N3CCCCC3,
C1CC(CCN1)CCc2cc(nc3ccccc23)c4ccccc4,
CC(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CCO)CC2)c3c4,
OC(C(=O)OCCN1CCCCC1)(c1ccccc1)c1ccccc1,
CN1CCN(CC1)c4cc3N(C)c2ccccc2Oc3nn4,
CCCCCCCCCCCCCCCC(=O)OCCC4CCN(CCCN2c1ccccc1Sc3ccc(cc23)S(=O)(=O)N(C)C)CC4,
CCc2c(C)[nH]c3CC1CCN(C)CC1C(=O)c23,
NC(=O)CN1CCCC1=O,
CN(C)CCC1(C)OCCC2=C1Cc3ccccc23,
Cc1ccccc1n4c(C=Cc2ccccn2)nc3ccccc3c4=O,
NC(=O)C1(CCN(CC1)CCC(C#N)(c2ccccc2)c3ccccc3)N4CCCCC4,
Cc4ccc3n1CCNC2CCCc(c12)c3c4,
CC(C)(C)C(=O)NCCCC(O)=O,
CC(C)(C)C(=O)OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,
O=C2NC(=O)C(CC1CCCCN1)(C(=O)N2)c3ccccc3,
CCOC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)COC(=O)CC,
CCN(CC)CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,
CC(C)(C)CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,
CC13C=CC(=O)C=C1CCC4C2CCC(O)(C(=O)CO)C2(C)CC(=O)C34,
CC13C=CC(=O)C=C1CCC4C2CC(=C)C(O)(C(=O)CO)C2(C)CC(O)C34,
CC(C)CC(CN)CC(O)=O,
CC(=O)C3CCC4C2CC=C1CC(CCC1(C)C2CCC34C)OC(=O)CCC(O)=O,
CCN1CCC(C1)=C(c2ccccc2)c3ccccc3,
CNNCc1ccc(cc1)C(=O)NC(C)C,
CN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,
CCC(OC(N)=O)C1CCCCC1,
OCC(O)CN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23,
NC(=O)CCCN=C(c1ccc(Cl)cc1)c2cc(F)ccc2O,
CCCC(Cc1ccccc1)N2CCCC2,
CC(C)C1(OCC(CO)O1)C(C)C,
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,
CC(CN2C(=O)c1cccnc1Nc3ccccc23)N(C)C,
CC(C)c1cccc(C(C)C)c1O,
CCC(=O)C2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)N3CCCCC3,
CN(C)CCC=C2c1ccccc1Sc3ccccc23,
CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,
Oc5ccc4CC2C1CCOCC1(CCN2CC3CC3)c4c5,
CC(O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12,
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,
c2ccc1oc(cc1c2)c3ccncc3,
Cc2ncc(CSSCc1cnc(C)c(O)c1CO)c(CO)c2O,
OCCOCCN1CCN(CC1)C3=Nc2ccccc2Sc4ccccc34,
CN1CCC4(C)C1N(C)c5ccc(OC(=O)N3CCc2ccccc2C3)cc45,
CCCN2CC(CC3Cc1c(O)cccc1CC23)NS(=O)(=O)N(CC)CC,
CN(C)CCOC1(CC2CCC1(C)C2(C)C)Cc3ccccc3,
N#CCNC1CCc2ccccc12,
Clc3ccc2N(CCN=C(c1ccccc1Cl)c2c3)C4=NC(=O)CO4,
CC(Cc1ccccc1)(NC(=O)CN)c2ccccc2,
CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC,
COC5C(CC4CN3CCc1c([nH]c2cc(OC)ccc12)C3CC4C5OC(C)=O)OC(=O)c6cc(OC)c(OC)c(OC)c6,
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,
CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)cc2N,
CN1C2CCC1CC(C2)NC(=O)N3CC(C)(C)c4ccccc34,
CN(C)C(=O)c1nc(CNC(=O)CN)n(n1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl,
CC4CN(CCCn2c1ccccc1c3ccccc23)CC(C)N4,
CCC(=O)C3(C)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,
CCn2nc(C)c3NC(=O)CN=C(c1ccccc1)c23,
Cc2nc1CCCCn1c(=O)c2CCN3CCC(CC3)c4noc5cc(F)ccc45,
CCN(C)C(=O)Oc1cccc(c1)C(C)N(C)C,
NC(=O)c1ccc(c2c1CC(CO2)N(C1CCC1)C1CCC1)F,
CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc12,
O=C1CCN=C2CC(CN12)c3ccccc3,
CCCC5OC4CC3C2CC(F)C1=CC(=O)CCC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,
O=C1CCC(N1)C(=O)NC2CC2c3ccccc3,
COc1ccc(cc1OC2CCCC2)C3CNC(=O)C3,
CN2CC(CN1CC(=O)NC(=O)C1)C=C3C2Cc4c[nH]c5cccc3c45,
Fc1cccc(Br)c1NC2=NCCN2,
CCCN(CCC)CCc1cccc2NC(=O)Cc12,
CN3C(=O)CC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)C3=O,
CON=C(C#N)C1CN2CCC1CC2,
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,
NC(=O)c1ccccc1O,
OC(=O)c1ccccc1OC(=O)c1ccccc1O,
CCCCCCN1CCC(CC1)(C(=O)N(C)CC)c2ccccc2,
CCCC(=O)N(C)Cc1c(nc2ccccn12)c3ccc(Cl)cc3,
N#Cc5ccc4Oc1ccccc1C2=C(CCN(CC2)CC3CCCC3)c4c5,
CC(Cc1ccccc1)N(C)CC#C,
COCCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45,
Fc1ccc(cc1)n4cc(C2CCN(CC2)CCN3CCNC3=O)c5cc(Cl)ccc45,
CN1CCC3=C(C1)c2ccccc2Cc4ccccc34,
FCOC(C(F)(F)F)C(F)(F)F,
C(c1ccncc1)C4(Cc2ccncc2)c3cccnc3c5ncccc45,
CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2,
CN1CCN(CC1)c2ccccc2Cc3ccccc3,
CCC(C)(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23,
Cc2cc(NC(=O)c1c(C)cccc1C)no2,
Clc5ccc4Sc1ccccc1N(CCCN2CCC3(CC2)NC(=O)CS3)c4c5,
Fc1ccc(cc1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4,
CN(C2CCC1(CCCO1)CC2N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,
Fc4ccc(OCCCN1CCC2(CC1)N(CNC2=O)c3ccccc3)cc4,
CC(=CCCN1CCC2(CC1)N(CNC2=O)c3ccccc3)c4ccc(F)cc4,
CN(C)CC1COC3(O1)c2ccccc2COc4ccccc34,
CCN(CC)C(=O)N3CCN(CCCc2nc1n(C)c(=O)n(C)c(=O)c1n2C)CC3,
CC(C)(C)C(O)C=Cc2ccc1OCOc1c2,
NS(=O)(=O)c3ccc(N1C(=O)CC(C1=O)c2ccccc2)c(Cl)c3,
Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2,
Cc1onc(c1)NS(=O)(=O)c1ccc(cc1)N,
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,
COc1ccc(cc1C(=O)NCC2CCCN2C)S(N)(=O)=O,
NS(=O)(=O)c1ccc(cc1)N1CCCCS1(=O)=O,
CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)CC,
CSCCC(NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,
O=C1CCC(=O)N1CC1CCC2CN(CCN2C1)c1ncccn1,
CCC(=O)N1CCN(CC1)C(=O)OC2N(C(=O)C3=C2SCCS3)c5ccc4ccc(Cl)nc4n5,
CN1CCN(CC1)C(=O)OC2N(C(=O)C3=C2SCCS3)c5ccc4ccc(Cl)nc4n5,
Cn2nc(c1cccc(F)c1)n(C)c2=S,
O=C4CCC(N3C(=O)C2C1CCC(C1)C2C3=O)C(=O)N4,
CNCCCC1(OC(C)(C)c2ccccc12)c3ccccc3,
CNCCCC1(SC(C)(C)c2ccccc12)c3ccccc3,
CC(C)NS(=O)(=O)CCN2C(=O)c1ccccc1C2=O,
Cn5c(=O)n(C)c4ncn(CCN1CCC(CC1)c2c[nH]c3ccccc23)c4c5=O,
CNC2CCC(c1ccccc1)c3ccccc23,
CCNCc1c(CSC)cnc(C)c1O,
COc1ccc(cc1OC)C(O)CN2CCN(CC2)C(c3ccccc3)c4ccccc4,
CN(C)CCCN2c1ccccc1C(=Nc3cccnc23)c4ccccc4,
CCn2c1c(CCSC1(C)CCN(C)C)c3ccccc23,
O=C3C2C1CCC(C1)C2C(=O)N3CCCCN4CCN(CC4)c5ncccn5,
COC1=Nc2nc(cn2C2=C1CCCC2)c1noc(n1)C,
Cc5nc(C)c4CCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)c4n5,
CCCCCCSc1nsnc1C1=CCCN(C)C1,
OCCN1CCN(CC1)C3CC(c2ccc(F)cc2)c4ccc(cc34)C(F)(F)F,
BrC(C(F)(F)F)F,
OCCN4CCN(CCCC2c1ccc(F)cc1Sc3ccc(cc23)C(F)(F)F)CC4,
O=C1NCCNC1c2cccs2,
CCCN1CCC(=CC1)c2c[nH]c3ccc(Cl)cc23,
CCN(CC)C(=O)NC4CC1C(Cc2c[nH]c3cccc1c23)N(C)C4,
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,
COc3cc2CCN1CC(CC(C)C)C(=O)CC1c2cc3OC,
O=C3NC(=O)C2(CCc1ccccc1C2)N3,
O=C3CCC(N2C(=O)c1ccccc1C2=O)C(=O)N3,
COc1ccc2CC5C3CC=C(OC(C)=O)C4Oc1c2C34CCN5C,
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,
C=CCC2(C1CCCC=C1)C(=O)NC(=S)NC2=O,
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,
CN(C)CCN1C(=O)CC(Sc2ccccc12)c1ccccc1,
CCSc4ccc3Sc1ccccc1N(CCCN2CCN(C)CC2)c3c4,
